index,name,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
177,Eleanor Rigby - Remastered 2009,The Beatles,1966,2.108883333,69,0.581,0.936,0.581,0.28,1.56E-05,4,0.305,-9.091,0.0381,137.831,4,0.813
178,No One Knows,Queens of the Stone Age,2002,4.6451,65,0.507,0.0359,0.507,0.588,0.000129,0,0.373,-4.881,0.0641,170.889,4,0.637
179,Ace of Spades,Motörhead,1980,2.782,74,0.329,0.000852,0.329,0.974,0.000118,3,0.0904,-8.77,0.135,140.862,4,0.234
180,A Hard Day's Night - Remastered 2009,The Beatles,1964,2.57,67,0.59,0.137,0.59,0.805,0,0,0.0996,-6.481,0.0371,138.514,4,0.797
181,Tom Sawyer,Rush,1981,4.614666667,72,0.536,0.00145,0.536,0.901,0.0186,9,0.06,-7.211,0.0374,87.559,4,0.666
182,Fortunate Son,Creedence Clearwater Revival,1969,2.346216667,81,0.64,0.201,0.64,0.663,0.00806,0,0.152,-7.516,0.0374,132.77,4,0.663
183,"Anarchy In The U.K. - Live From Finsbury Park,London,United Kingdom/1996",Sex Pistols,1996,3.54155,30,0.273,7.14E-05,0.273,0.953,0.00159,4,0.968,-6.627,0.0614,134.887,4,0.285
184,Drive,Incubus,1999,3.874216667,74,0.645,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0.036,90.565,4,0.666
185,Somebody to Love,Jefferson Airplane,1967,2.914,72,0.504,0.408,0.504,0.578,0,4,0.321,-9.302,0.031,132.411,4,0.654
186,School's Out,Alice Cooper,1972,3.501766667,67,0.294,0.05,0.294,0.745,0.125,5,0.676,-9.138,0.0461,134.364,4,0.347
187,Respect,Aretha Franklin,1967,2.46,73,0.805,0.164,0.805,0.558,2.20E-05,0,0.0546,-5.226,0.041,114.95,4,0.965
188,Last Resort,Papa Roach,2000,3.33155,2,0.581,0.000504,0.581,0.887,0.00111,4,0.268,-3.659,0.0624,90.578,4,0.724
189,Refugee,Tom Petty and the Heartbreakers,1979,3.36155,64,0.579,0.0273,0.579,0.705,0,6,0.0704,-4.911,0.0339,116.173,4,0.761
190,La Grange - 2005 Remaster,ZZ Top,1973,3.841333333,76,0.545,0.00249,0.545,0.64,0.0304,4,0.196,-9.937,0.224,80.544,4,0.606
191,Bad Moon Rising,Creedence Clearwater Revival,1969,2.36,78,0.508,0.0586,0.508,0.774,4.87E-06,2,0.063,-5.973,0.0321,178.946,4,0.942
192,Nights In White Satin - Single Version / Mono Mix,The Moody Blues,1967,4.4851,68,0.195,0.465,0.195,0.483,0.497,4,0.0686,-4.991,0.03,84.71,4,0.173
193,Bridge Over Troubled Water,Simon & Garfunkel,1970,4.885333333,72,0.149,0.822,0.149,0.206,0.000649,3,0.115,-13.888,0.0323,79.764,4,0.264
194,All Apologies,Nirvana,1993,3.886216667,69,0.446,0.0793,0.446,0.632,0.000266,1,0.0881,-12.197,0.034,113.176,4,0.359
195,Born in the U.S.A.,Bruce Springsteen,1984,4.644666667,75,0.398,0.000373,0.398,0.952,7.75E-05,4,0.1,-6.042,0.061,122.093,4,0.584
196,Pour Some Sugar On Me - Remastered 2017,Def Leppard,1987,4.4551,74,0.267,0.00211,0.267,0.953,0,1,0.283,-4.899,0.096,84.989,4,0.568
197,Better Man,Pearl Jam,1994,4.476433333,67,0.445,0.165,0.445,0.671,1.56E-05,2,0.0791,-7.937,0.0387,125.712,4,0.267
198,Over the Hills and Far Away - 1990 Remaster,Led Zeppelin,1973,4.822666667,61,0.412,0.0582,0.412,0.54,0.0717,7,0.0849,-13.897,0.0516,96.783,4,0.299
199,Blister In The Sun,Violent Femmes,1983,2.428433333,69,0.726,0.316,0.726,0.537,0,0,0.0707,-8.896,0.113,96.91,4,0.887
200,Californication,Red Hot Chili Peppers,1999,5.49555,81,0.592,0.0021,0.592,0.767,0.00165,9,0.127,-2.788,0.027,96.483,4,0.328
201,Roadhouse Blues (Takes 1 & 2) [We're Gonna Have A Real Good Time] - 2020 Remaster,The Doors,2020,5.000883333,33,0.629,0.118,0.629,0.458,0.000194,4,0.392,-14.812,0.0564,122.1,4,0.732
202,Tiny Dancer,Elton John,1971,6.284883333,79,0.414,0.382,0.414,0.428,0.000243,0,0.148,-11.097,0.0278,145.075,4,0.282
203,Aqualung,Jethro Tull,1971,6.6031,65,0.477,0.0649,0.477,0.479,0.029,7,0.0906,-11.887,0.0483,122.531,4,0.662
204,Knockin' On Heaven's Door,Bob Dylan,1973,2.498,73,0.513,0.251,0.513,0.396,0.177,7,0.11,-13.061,0.0299,140.208,4,0.229
205,For What It's Worth,Buffalo Springfield,1966,2.56155,75,0.653,0.406,0.653,0.519,0.0209,2,0.101,-10.164,0.0497,98.883,4,0.822
206,White Rabbit,Jefferson Airplane,1967,2.510666667,69,0.551,0.486,0.551,0.293,0.000273,2,0.0864,-12.503,0.0272,106.798,4,0.322
207,What's Going On,Marvin Gaye,1971,3.9411,58,0.433,0.307,0.433,0.733,0.000144,1,0.0827,-9.244,0.0491,102.662,4,0.742
208,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,3.914433333,70,0.475,0.000146,0.475,0.439,0.000277,11,0.223,-15.039,0.0427,118.392,4,0.76
209,Thunder Road,Bruce Springsteen,1975,4.812,66,0.369,0.623,0.369,0.758,1.78E-05,5,0.531,-5.871,0.0364,140.71,4,0.663
210,Tumbling Dice,The Rolling Stones,1972,3.772216667,60,0.615,0.5,0.615,0.91,0.511,11,0.281,-4.248,0.0347,111.013,4,0.77
211,Ruby Tuesday,The Rolling Stones,1967,3.274883333,62,0.524,0.831,0.524,0.553,0,0,0.174,-10.767,0.0292,104.578,4,0.517
212,Epic,Faith No More,1989,4.894216667,70,0.358,0.0222,0.358,0.893,0.0524,4,0.126,-7.486,0.12,174.238,4,0.262
213,Crazy Train,Ozzy Osbourne,1980,4.936666667,56,0.453,0.36,0.453,0.905,0.000569,9,0.26,-4.001,0.115,137.571,4,0.474
214,Live Forever - Remastered,Oasis,1994,4.611016667,24,0.104,2.39E-05,0.104,0.794,1.46E-05,9,0.355,-4.353,0.0426,83.972,4,0.179
215,Dust in the Wind,Kansas,1977,3.437766667,77,0.475,0.367,0.475,0.322,0.00056,7,0.11,-10.687,0.0283,93.503,4,0.387
216,Pinball Wizard,The Who,1969,3.015716667,68,0.543,0.0192,0.543,0.715,0,2,0.256,-8.89,0.0356,124.011,4,0.468
217,In The Air Tonight - 2015 Remastered,Phil Collins,1981,5.60755,77,0.446,0.551,0.446,0.239,4.10E-06,0,0.0697,-13.945,0.0316,189.507,4,0.298
218,Burning Down the House,Talking Heads,1983,4.032,66,0.779,0.00644,0.779,0.87,0.0107,5,0.0399,-13.141,0.0574,102.689,4,0.555
219,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",1969,7.400883333,64,0.451,0.469,0.451,0.364,0,9,0.197,-13.126,0.0436,154.206,4,0.298
220,Paradise By the Dashboard Light,Meat Loaf,1977,8.472216667,67,0.326,0.214,0.326,0.872,0,2,0.461,-7.602,0.122,173.381,4,0.492
221,Bennie And The Jets - Remastered 2014,Elton John,1973,5.3758,61,0.665,0.259,0.665,0.673,7.62E-06,0,0.497,-7.95,0.0493,132.642,4,0.779
222,Johnny B. Goode,Chuck Berry,1959,2.692666667,75,0.534,0.741,0.534,0.803,6.07E-05,10,0.307,-9.129,0.0743,167.983,4,0.969
223,One Step Closer,Linkin Park,2000,2.622216667,75,0.492,0.0014,0.492,0.969,1.32E-06,9,0.0787,-4.419,0.0491,95.136,4,0.538
224,The Boys Of Summer,Don Henley,1984,4.812216667,76,0.516,0.501,0.516,0.549,0.00572,6,0.184,-13.741,0.0373,176.941,4,0.907
225,All The Small Things,blink-182,1999,2.8,5,0.439,0.0122,0.439,0.891,0,0,0.547,-4.764,0.057,148.599,4,0.695
226,Chop Suey!,System Of A Down,2001,3.504,80,0.419,0.000278,0.419,0.934,0.0015,7,0.132,-3.908,0.12,127.288,4,0.286
227,"No Woman, No Cry (Arr. Kanneh-Mason)",Various Artists,2020,2.433633333,4,0.29,0.98,0.29,0.0227,0.146,2,0.117,-27.431,0.0555,79.887,4,0.206
228,Immigrant Song - Remaster,Led Zeppelin,1970,2.4375,76,0.564,0.013,0.564,0.932,0.169,11,0.349,-10.068,0.0554,112.937,4,0.619
229,Proud Mary,Various Artists,2020,3.079766667,12,0.673,0.0304,0.673,0.674,4.99E-05,9,0.112,-7.681,0.028,121.031,4,0.677
230,The End,The Doors,1967,11.72288333,61,0.347,0.163,0.347,0.302,9.17E-05,0,0.14,-12.104,0.0291,105.702,4,0.0332
231,Scar Tissue,Red Hot Chili Peppers,1999,3.598433333,77,0.595,0.0779,0.595,0.717,0.00274,0,0.108,-4.803,0.0295,88.969,4,0.547
232,Rebel Yell,Billy Idol,1983,4.808883333,72,0.53,0.000753,0.53,0.864,0.000459,4,0.354,-4.948,0.061,166.312,4,0.484
233,Vertigo,U2,2004,3.242,51,0.416,0.000138,0.416,0.819,0.00108,9,0.122,-3.974,0.0613,140.083,4,0.632
234,Times Like These,Foo Fighters,2002,4.427333333,1,0.373,1.17E-05,0.373,0.905,7.53E-06,4,0.321,-3.793,0.0823,144.574,4,0.274
235,I Wanna Be Sedated,Ramones,1978,2.496433333,66,0.56,0.121,0.56,0.965,6.23E-06,11,0.169,-2.341,0.0409,162.825,4,0.964
236,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,The Rolling Stones,1974,5.124,57,0.616,0.501,0.616,0.957,0.0115,9,0.318,-3.966,0.0508,128.517,4,0.778
237,White Wedding - Pt. 1,Billy Idol,1982,4.203333333,69,0.673,0.0133,0.673,0.814,0.00293,9,0.343,-5.411,0.0367,147.193,4,0.728
238,Sabotage,Beastie Boys,1994,2.974,72,0.324,0.032,0.324,0.938,0.0321,6,0.0961,-7.332,0.102,168.131,4,0.543
239,Brown Eyed Girl,Van Morrison,1967,3.0551,79,0.491,0.182,0.491,0.583,0,7,0.407,-10.964,0.0376,150.572,4,0.907
240,Somebody To Love - Remastered 2011,Queen,1976,4.94155,68,0.497,0.19,0.497,0.693,0,8,0.215,-7.024,0.0565,111.539,3,0.358
241,Rockin' in the Free World,Neil Young,1989,4.69755,66,0.491,0.000736,0.491,0.883,3.19E-05,4,0.369,-4.986,0.0306,131.75,4,0.518
242,Uprising,Muse,2009,5.080666667,76,0.602,0.000202,0.602,0.905,0.064,2,0.117,-4.046,0.0775,128.019,4,0.411
243,Fake Plastic Trees,Radiohead,1995,4.8451,69,0.454,0.167,0.454,0.229,0.102,2,0.202,-12.592,0.0297,73.552,4,0.134
244,Train in Vain (Stand by Me) - Remastered,The Clash,1979,3.244433333,65,0.761,0.0922,0.761,0.722,0.000366,2,0.132,-8.712,0.0428,122.764,4,0.966
245,Lightning Crashes,Live,1994,5.426666667,67,0.385,0.241,0.385,0.433,7.07E-06,11,0.11,-9.256,0.0435,89.974,4,0.427
246,Wake Me up When September Ends,Green Day,2004,4.760883333,77,0.546,0.023,0.546,0.814,0,7,0.0972,-5.146,0.0314,104.98,4,0.146
247,Be My Baby,The Ronettes,2011,2.681766667,70,0.511,0.181,0.511,0.769,0,4,0.0921,-7.032,0.042,129.657,4,0.818
248,Get Back - Remastered 2009,The Beatles,1970,3.156433333,64,0.761,0.492,0.761,0.592,0.00626,2,0.61,-9.836,0.0586,123.095,4,0.332
249,Are You Gonna Go My Way,Lenny Kravitz,1993,3.532216667,73,0.619,0.00165,0.619,0.67,0.0109,11,0.331,-10.322,0.0353,129.269,4,0.777
250,Hey You,Pink Floyd,1979,4.640666667,68,0.588,0.221,0.588,0.301,0.00236,0,0.128,-14.979,0.0294,112.458,4,0.19
251,Under My Thumb,The Rolling Stones,1966,3.692216667,64,0.732,0.299,0.732,0.494,0.205,6,0.0919,-13.571,0.0406,126.986,4,0.799
252,Behind Blue Eyes,The Who,1971,3.690433333,70,0.394,0.213,0.394,0.622,4.45E-05,4,0.0892,-8.258,0.0336,126.844,4,0.342
253,Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,2010,3.344216667,57,0.628,0.000689,0.628,0.931,0.00146,9,0.0997,-9.973,0.0968,119.976,4,0.144
254,Help! - Remastered 2009,The Beatles,1965,2.326,72,0.534,0.188,0.534,0.725,0,6,0.0994,-7.576,0.0332,95.003,4,0.763
255,Dancing Queen,ABBA,1976,3.844883333,61,0.539,0.382,0.539,0.884,0.00166,9,0.76,-6.53,0.0403,100.812,4,0.752
256,Barracuda,Heart,1977,4.36555,74,0.547,0.015,0.547,0.691,0.105,4,0.144,-13.553,0.0369,137.148,4,0.667
257,Today - Remastered,The Smashing Pumpkins,1993,3.352883333,61,0.457,3.29E-05,0.457,0.825,0.578,8,0.0548,-7.611,0.0268,82.539,4,0.414
258,Radar Love,Golden Earring,2008,6.4451,63,0.504,0.00878,0.504,0.719,0.00149,1,0.075,-9.155,0.0431,102.144,4,0.177
259,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1972,4.69355,82,0.601,0.432,0.601,0.532,6.25E-06,10,0.0925,-9.119,0.0286,136.571,4,0.341
260,Champagne Supernova - Remastered,Oasis,1995,7.522,65,0.294,0.465,0.294,0.825,0.0841,2,0.354,-3.771,0.0404,150.338,4,0.122
261,Beds Are Burning - Remastered,Midnight Oil,1997,4.302883333,63,0.754,0.00539,0.754,0.496,0.000152,0,0.0871,-8.7,0.0351,119.186,4,0.341
262,Brass in Pocket - 2006 Remaster,Pretenders,1980,3.099333333,66,0.751,0.368,0.751,0.703,0.00123,9,0.196,-5.687,0.0287,97.931,4,0.907
263,Piece of My Heart,Big Brother & The Holding Company,1968,4.222216667,68,0.443,0.263,0.443,0.727,0.000141,4,0.169,-7.951,0.145,160.82,4,0.566
264,Tangled up in Blue,Bob Dylan,1975,5.693766667,65,0.421,0.414,0.421,0.661,1.16E-06,9,0.0962,-13.126,0.0433,100.965,4,0.554
265,My Sweet Lord - Remastered 2014,George Harrison,1970,4.6871,76,0.537,0.0972,0.537,0.701,0,1,0.0832,-8.913,0.0335,120.919,4,0.583
266,The Joker,Steve Miller Band,1973,4.408383333,76,0.596,0.365,0.596,0.448,5.30E-06,5,0.206,-9.616,0.0396,83.293,4,0.796
267,American Woman,The Guess Who,1970,5.124883333,64,0.55,0.146,0.55,0.726,0.00608,2,0.428,-8.51,0.0516,92.697,4,0.37
268,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,1995,4.307766667,72,0.404,5.59E-05,0.404,0.72,0.836,10,0.0466,-9.18,0.0623,121.864,4,0.475
269,Would?,Alice In Chains,1992,3.446216667,71,0.305,0.000332,0.305,0.832,2.40E-05,6,0.091,-7.981,0.0398,100.677,4,0.585
270,Heart-Shaped Box,Nirvana,1993,4.686,75,0.256,0.199,0.256,0.641,0.0329,1,0.0853,-10.283,0.0552,203.006,4,0.382
271,Closer,Nine Inch Nails,1994,6.221766667,60,0.546,0.000273,0.546,0.724,0.667,10,0.133,-8.639,0.0427,89.991,4,0.586
272,Sober,TOOL,1993,5.114216667,68,0.385,0.000183,0.385,0.673,0.15,2,0.0699,-8.182,0.0329,149.272,4,0.187
273,Magic Carpet Ride,Steppenwolf,1968,4.526216667,70,0.64,0.142,0.64,0.651,0.28,4,0.0341,-14.981,0.0517,111.676,4,0.801
274,Rock You Like A Hurricane,Scorpions,1984,4.208216667,1,0.482,0.00853,0.482,0.601,0.000187,7,0.249,-12.846,0.0486,125.619,4,0.774
275,Last Nite,The Strokes,2001,3.222883333,64,0.624,0.0223,0.624,0.899,0.000155,0,0.0975,-5.71,0.0295,104.055,4,0.797
276,Fat Bottomed Girls - Remastered 2011,Queen,1978,4.26,65,0.337,0.0319,0.337,0.684,6.57E-06,2,0.342,-7.674,0.0495,88.772,4,0.404
277,The Middle,Jimmy Eat World,2001,2.764216667,78,0.643,0.0371,0.643,0.849,0,2,0.058,-5.428,0.0526,162.152,4,0.903
278,Heroes - 2017 Remaster,David Bowie,1977,6.190216667,75,0.49,0.000671,0.49,0.758,0.484,7,0.092,-6.491,0.0297,112.114,4,0.435
279,Dancing In the Dark,Bruce Springsteen,1984,4.021766667,77,0.527,0.0115,0.527,0.942,0,1,0.188,-5.64,0.0366,148.723,4,0.495
280,Touch Me,The Doors,1969,3.170883333,64,0.425,0.405,0.425,0.903,0.0128,1,0.117,-4.801,0.0732,108.748,4,0.769
281,Louie Louie,The Kingsmen,2006,2.75635,66,0.623,0.102,0.623,0.709,0,1,0.0967,-9.818,0.0636,122.394,4,0.948
282,Life in the Fast Lane - 2013 Remaster,Eagles,1976,4.770316667,72,0.667,0.0966,0.667,0.755,6.94E-05,9,0.0523,-7.246,0.069,109.535,4,0.883
283,Come Out And Play (Keep ‘Em Separated),The Offspring,2005,3.296666667,69,0.476,0.0535,0.476,0.856,6.75E-06,7,0.0846,-3.764,0.161,158.671,4,0.847
284,Moondance - 2013 Remaster,Van Morrison,1970,4.567333333,69,0.606,0.501,0.606,0.282,8.30E-06,9,0.152,-12.207,0.0339,67.409,4,0.563
285,Float On,Modest Mouse,2004,3.474433333,70,0.649,0.013,0.649,0.888,2.23E-06,6,0.0888,-4.807,0.0293,100.975,4,0.553
286,Everybody Hurts,R.E.M.,1992,5.337766667,75,0.467,0.615,0.467,0.324,0.0248,2,0.118,-10.451,0.0255,94.301,3,0.166
287,Summer Of '69,Bryan Adams,1984,3.600883333,82,0.508,0.0183,0.508,0.834,0,2,0.0732,-6.205,0.0386,139.131,4,0.774
288,God Only Knows - Remastered,The Beach Boys,1966,2.884,71,0.521,0.253,0.521,0.487,0,6,0.0579,-7.525,0.0299,117.072,4,0.483
289,Dani California,Red Hot Chili Peppers,2006,4.702666667,77,0.556,0.0193,0.556,0.913,8.59E-06,0,0.346,-2.36,0.0437,96.184,4,0.73
290,Rhiannon,Fleetwood Mac,1975,4.212883333,73,0.723,0.111,0.723,0.49,0.0946,9,0.0923,-14.745,0.0296,129.012,4,0.795
291,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1992,4.666666667,72,0.695,0.8,0.695,0.336,0.00264,9,0.701,-12.999,0.0313,79.109,4,0.422
292,Message In A Bottle,The Police,1979,4.838,74,0.577,0.0338,0.577,0.808,1.33E-05,1,0.221,-7.04,0.039,151.008,4,0.869
293,Heartbreaker - 1990 Remaster,Led Zeppelin,1969,4.23555,63,0.403,0.0746,0.403,0.709,0.494,9,0.132,-9.366,0.0885,97.161,4,0.654
294,Don't Speak,No Doubt,1995,4.392666667,68,0.52,0.247,0.52,0.709,1.78E-05,5,0.18,-7.125,0.0352,76.039,4,0.536
295,Dazed and Confused - 1990 Remaster,Led Zeppelin,1969,6.43955,63,0.271,0.044,0.271,0.553,0.0096,2,0.0999,-9.526,0.0472,86.762,3,0.433
296,"Hello, I Love You",The Doors,1968,2.22,62,0.597,0.029,0.597,0.554,0,11,0.0766,-14.144,0.0425,117.835,4,0.963
297,Take It Easy - 2013 Remaster,Eagles,1972,3.526283333,76,0.575,0.343,0.575,0.67,4.95E-06,7,0.129,-10.39,0.0318,139.191,4,0.74
298,Beast Of Burden - Remastered,The Rolling Stones,1978,4.41955,73,0.783,0.39,0.783,0.878,0.000778,1,0.0426,-3.864,0.0308,100.626,4,0.885
299,Man in the Box,Alice In Chains,1990,4.753333333,73,0.355,0.00045,0.355,0.791,0,8,0.0969,-7.565,0.0453,106.392,4,0.758
300,Ohio,"Crosby, Stills, Nash & Young",1974,3.062216667,67,0.445,0.261,0.445,0.529,0.0162,0,0.184,-10.94,0.026,79.296,4,0.749
301,I Won't Back Down,Tom Petty,1989,2.972666667,73,0.765,0.0504,0.765,0.476,2.76E-06,7,0.165,-13.487,0.0329,114.02,4,0.965
302,War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,1970,7.905983333,65,0.332,0.222,0.332,0.623,0.000895,9,0.278,-12.363,0.08,183.097,4,0.413
303,Solsbury Hill,Peter Gabriel,1977,4.357333333,62,0.683,0.363,0.683,0.63,0.000873,11,0.314,-8.844,0.0296,102.457,1,0.481
304,Legs - 2008 Remaster,ZZ Top,1983,4.5651,61,0.611,0.00957,0.611,0.946,0.0708,4,0.36,-5.357,0.0378,125.398,4,0.763
305,Are You Gonna Be My Girl,Jet,2003,3.563333333,75,0.613,0.00148,0.613,0.953,0.000582,2,0.152,-3.435,0.0855,105.046,4,0.537
306,Say It Ain't So,Weezer,1994,4.313766667,74,0.634,0.00737,0.634,0.551,1.82E-05,3,0.07,-7.136,0.0352,151.779,4,0.453
307,She Sells Sanctuary,The Cult,2000,4.208883333,64,0.55,4.82E-06,0.55,0.765,0.873,7,0.132,-8.684,0.0287,139.453,4,0.417
308,Iron Man - 2012 - Remaster,Black Sabbath,1970,5.921716667,66,0.336,0.00351,0.336,0.792,0.00175,9,0.0437,-10.875,0.084,155.587,4,0.427
309,Cannonball,The Breeders,1993,3.56155,65,0.502,0.00915,0.502,0.758,0.783,3,0.284,-9.76,0.0407,112.508,4,0.729
310,Maybe I'm Amazed - Live,Paul McCartney,2003,4.808883333,26,0.334,0.405,0.334,0.924,3.02E-05,7,0.98,-3.147,0.0697,147.33,4,0.401
311,Can't Stop,Red Hot Chili Peppers,2002,4.483333333,80,0.618,0.0179,0.618,0.938,0,9,0.167,-3.442,0.0456,91.455,4,0.875
312,She Loves You - Mono / Remastered,The Beatles,2000,2.348666667,66,0.377,0.26,0.377,0.916,0,4,0.074,-3.199,0.0481,75.533,4,0.912
313,Hash Pipe,Weezer,2001,3.108883333,65,0.578,0.000121,0.578,0.882,0.479,7,0.284,-6.354,0.044,125.603,4,0.623
314,Hallelujah,Jeff Buckley,1994,6.888666667,5,0.339,0.921,0.339,0.143,0.000636,0,0.372,-10.78,0.0317,101.213,3,0.0948
315,Bad To The Bone,George Thorogood & The Destroyers,1982,4.86955,68,0.459,0.00614,0.459,0.727,0.0652,0,0.384,-11.777,0.0303,149.231,1,0.955
316,Freak On a Leash,Korn,1998,4.262216667,74,0.353,2.23E-05,0.353,0.898,0.105,2,0.39,-5.877,0.052,103.293,4,0.525
317,Somebody Told Me,The Killers,2004,3.286,67,0.509,8.05E-05,0.509,0.987,0.000928,10,0.119,-3.198,0.0886,138.039,4,0.647
318,Reelin' In The Years,Steely Dan,1972,4.5911,71,0.523,0.133,0.523,0.758,0,2,0.0952,-9.81,0.0403,135.437,4,0.766
319,Band On The Run - Remastered 2010,Wings,1973,5.2171,71,0.479,0.0832,0.479,0.601,0.00142,7,0.11,-8.806,0.0318,124.966,4,0.669
320,Enjoy the Silence - Single Mix,Depeche Mode,1990,4.288883333,66,0.641,0.155,0.641,0.812,4.43E-05,0,0.078,-7.945,0.0293,112.777,4,0.822
321,Mr. Jones,Counting Crows,1993,4.538216667,76,0.578,0.183,0.578,0.817,3.06E-06,0,0.285,-6.542,0.0363,141.621,4,0.726
322,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,1965,2.078216667,68,0.425,0.183,0.425,0.369,0.00126,4,0.112,-11.876,0.0379,176.625,3,0.65
323,Self Esteem,The Offspring,2005,4.296,74,0.458,0.0175,0.458,0.912,0,5,0.363,-3.666,0.0618,104.526,4,0.611
324,All the Young Dudes,Mott The Hoople,1972,3.517766667,63,0.429,0.208,0.429,0.668,0,4,0.538,-7.539,0.044,77.737,4,0.398
325,The Logical Song - Remastered 2010,Supertramp,1979,4.18755,73,0.625,0.512,0.625,0.758,0.00022,5,0.153,-6.213,0.0463,119.719,4,0.695
326,Ticket To Ride - Remastered 2009,The Beatles,1965,3.161333333,65,0.519,0.0457,0.519,0.85,0,9,0.233,-6.777,0.0678,123.419,4,0.749
327,Disarm - Remastered,The Smashing Pumpkins,1993,3.28175,65,0.527,0.142,0.527,0.418,0.781,4,0.139,-10.205,0.0277,129.517,4,0.217
328,What's My Age Again?,blink-182,1999,2.476216667,2,0.403,0.017,0.403,0.956,7.09E-05,6,0.0893,-7.376,0.0732,157.706,4,0.561
329,Fly Away,Lenny Kravitz,1998,3.688866667,70,0.587,0.018,0.587,0.872,0,7,0.622,-5.066,0.0484,159.925,4,0.735
330,Starlight,Muse,2006,4.00355,73,0.55,0.000436,0.55,0.874,1.02E-05,4,0.206,-4.046,0.0321,121.61,4,0.318
331,Fool in the Rain - 1990 Remaster,Led Zeppelin,1979,6.214883333,63,0.539,0.0866,0.539,0.866,0.00414,0,0.0953,-8.404,0.0483,130.345,4,0.761
332,I Heard It Through The Grapevine,Marvin Gaye,1968,3.238216667,73,0.711,0.272,0.711,0.362,0,3,0.127,-10.851,0.0381,117.287,4,0.616
333,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,2008,4.56,72,0.464,0.0272,0.464,0.655,1.34E-06,7,0.328,-9.058,0.0608,169.515,4,0.531
334,Daughter (Remastered),Pearl Jam,1993,3.90555,68,0.615,0.00746,0.615,0.702,0.00431,7,0.0608,-9.686,0.0278,96.99,4,0.734
335,Rooster,Alice In Chains,1992,6.238883333,69,0.269,0.0307,0.269,0.551,0.000619,10,0.118,-8.456,0.0274,144.408,3,0.202
336,Runnin' Down A Dream,Tom Petty,2019,4.36355,70,0.471,0.000596,0.471,0.956,0.62,9,0.624,-6.371,0.0403,169.798,4,0.715
337,Heart Of Glass - Special Mix,Blondie,2002,4.537766667,40,0.659,0.0145,0.659,0.78,0.0349,4,0.181,-8.425,0.0309,114.421,4,0.808
338,I Can't Explain - Mono Version,The Who,1965,2.088666667,52,0.572,0.0474,0.572,0.688,0,9,0.072,-4.96,0.0608,138.841,4,0.856
339,You Give Love A Bad Name,Bon Jovi,1986,3.711766667,1,0.537,0.0704,0.537,0.959,1.80E-06,0,0.382,-3.002,0.0557,122.806,4,0.828
340,Down with the Sickness,Disturbed,2010,4.6451,67,0.649,0.000319,0.649,0.896,1.19E-05,10,0.102,-2.704,0.056,90.009,4,0.924
341,You Really Got Me - 2015 Remaster,Van Halen,1978,2.602433333,68,0.454,0.0223,0.454,0.946,0,1,0.173,-5.978,0.13,138.18,4,0.647
342,The Pot,TOOL,2006,6.365766667,68,0.469,0.000148,0.469,0.79,0.372,7,0.282,-6.889,0.0391,107.45,4,0.466
343,Fell In Love With a Girl,The White Stripes,2001,1.834883333,44,0.144,0.673,0.144,0.978,0.000141,0,0.816,-1.644,0.197,191.787,4,0.367
344,Old Time Rock & Roll,Bob Seger,1978,3.235766667,73,0.714,0.206,0.714,0.937,0,6,0.0731,-2.947,0.0399,124.13,4,0.964
345,Gimme Some Lovin' - Single Mix,The Spencer Davis Group,1966,2.980666667,61,0.598,0.216,0.598,0.564,0.000204,0,0.277,-6.454,0.032,147.619,4,0.43
346,Jack & Diane,John Mellencamp,1982,4.24155,74,0.811,0.0365,0.811,0.41,6.63E-06,9,0.0799,-8.214,0.0391,103.965,4,0.626
347,Werewolves of London - 2007 Remaster,Warren Zevon,1978,3.4911,66,0.75,0.0932,0.75,0.62,0.0135,7,0.0612,-8.72,0.0257,103.538,4,0.93
348,My Sharona,The Knack,1979,4.923333333,73,0.586,0.0589,0.586,0.7,0.00125,0,0.0318,-9.558,0.0363,147.245,4,0.897
349,My Hero,Foo Fighters,1997,4.333766667,70,0.398,6.20E-05,0.398,0.927,0.000177,9,0.0575,-4.212,0.0567,77.106,4,0.311
350,Tutti Frutti,Little Richard,1957,2.403766667,64,0.555,0.793,0.555,0.658,0,5,0.118,-3.866,0.0541,184.835,4,0.937
351,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,1976,5.020433333,71,0.456,0.133,0.456,0.863,0.0538,3,0.0553,-3.551,0.0894,135.962,4,0.532
